exponential,24,1,first_inf,0,80000,0,2,2,3,True,8.162134885787964,0.3375,24603.581134522305,28.737673404267596
exponential,19,1,first_inf,0,80000,0,2,2,3,True,8.23213005065918,0.66875,26319.812497934356,17.052460229194008
exponential,14,1,first_inf,0,80000,0,2,2,3,True,8.238963842391968,0.18125,20679.017855382146,37.99651246802788
exponential,13,1,first_inf,0,80000,0,2,2,3,True,8.308940649032593,0.575,25002.711388169522,19.119053082271908
exponential,2,1,first_inf,0,80000,0,2,2,3,True,8.399171590805054,0.41875,22913.955742035763,37.099668608977886
exponential,7,1,first_inf,0,80000,0,2,2,3,True,8.373303651809692,0.4625,25163.82950066417,32.46763979055925
exponential,25,1,first_inf,0,80000,0,2,2,3,True,8.217027425765991,0.3875,24723.268611555195,32.644921133138446
exponential,3,1,first_inf,0,80000,0,2,2,3,True,8.40456247329712,0.29375,24815.196959231158,28.673361050330865
exponential,1,1,first_inf,0,80000,0,2,2,3,True,8.500607252120972,0.4375,20644.263949476193,32.52673357141897
exponential,16,1,first_inf,0,80000,0,2,2,3,True,8.454148054122925,0.0875,20618.645848704844,36.03767003051546
exponential,29,1,first_inf,0,80000,0,2,2,3,True,8.373964071273804,0.4375,26013.144839608016,30.51401592612382
exponential,17,1,first_inf,0,80000,0,2,2,3,True,8.496449947357178,0.45625,18453.330535209774,25.270175006799853
exponential,8,1,first_inf,0,80000,0,2,2,3,True,8.46837830543518,0.46875,26946.18540724369,66.50133984492075
exponential,11,1,first_inf,0,80000,0,2,2,3,True,8.502912044525146,0.45625,22797.39560143979,31.97923382445039
exponential,15,1,first_inf,0,80000,0,2,2,3,True,8.45855188369751,0.0625,26198.685908667925,37.4385755749053
exponential,22,1,first_inf,0,80000,0,2,2,3,True,8.558321714401245,0.4125,22558.379605729606,41.978509696989455
exponential,18,1,first_inf,0,80000,0,2,2,3,True,8.48200511932373,0.3625,26768.305772491978,36.7294502045885
exponential,23,1,first_inf,0,80000,0,2,2,3,True,8.52457857131958,0.3,20719.411430717613,57.33981405057195
exponential,26,1,first_inf,0,80000,0,2,2,3,True,8.522526025772095,0.5625,22840.818826129373,49.674817593011696
exponential,5,1,first_inf,0,80000,0,2,2,3,True,8.617946147918701,0.43125,20135.062243859134,70.9508687476832
exponential,9,1,first_inf,0,80000,0,2,2,3,True,11.241021156311035,0.5375,20667.3311307805,20.88495845797414
exponential,12,1,first_inf,0,80000,0,2,2,3,True,11.196272373199463,0.425,21097.807587120173,32.22082752096632
exponential,0,1,first_inf,0,80000,0,2,2,3,True,11.59490966796875,0.075,21098.4246674345,41.09901103418323
exponential,4,1,first_inf,0,80000,0,2,2,3,True,11.647153854370117,0.4875,17996.61147494433,21.67405190145866
exponential,6,1,first_inf,0,80000,0,2,2,3,True,11.751431465148926,0.625,25102.297210638677,30.406265510558345
exponential,21,1,first_inf,0,80000,0,2,2,3,True,11.842554330825806,0.51875,18623.991013790746,24.116081732002943
exponential,10,1,first_inf,0,80000,0,2,2,3,True,11.94977355003357,0.68125,26766.72916577614,18.700178043176773
exponential,20,1,first_inf,0,80000,0,2,2,3,True,11.969861268997192,0.3625,22173.905049837223,32.70401491399818
