exponential,6,1,1024,0,10000,0,2,2,3,True,1.414292335510254,0.33,3973.640100416278,37.721917856037194
exponential,3,1,1024,0,10000,0,2,2,3,True,1.429244041442871,0.26,4241.704700248144,34.303076093275195
exponential,11,1,1024,0,10000,0,2,2,3,True,1.436089277267456,0.39,3787.722311274249,32.601483071509705
exponential,8,1,1024,0,10000,0,2,2,3,True,1.4435222148895264,0.34,4121.09372236347,38.21032382214605
exponential,1,1,1024,0,10000,0,2,2,3,True,1.4726502895355225,0.55,4062.090893880824,22.972425603360023
exponential,21,1,1024,0,10000,0,2,2,3,True,1.409703016281128,0.31,3782.3637670172056,32.719670633229164
exponential,25,1,1024,0,10000,0,2,2,3,True,1.3973932266235352,0.27,4015.333898869695,36.80419970467922
exponential,23,1,1024,0,10000,0,2,2,3,True,1.4318320751190186,0.15,3982.077931701682,41.00691633784873
exponential,2,1,1024,0,10000,0,2,2,3,True,1.5060615539550781,0.18,4061.4691139056567,42.47213423617531
exponential,0,1,1024,0,10000,0,2,2,3,True,1.5161094665527344,0.2,3886.4273415683847,34.05626382368227
exponential,27,1,1024,0,10000,0,2,2,3,True,1.4222030639648438,0.4,3626.68736474109,23.697206692907812
exponential,7,1,1024,0,10000,0,2,2,3,True,1.488896369934082,0.34,3477.601950297494,32.843076768025625
exponential,4,1,1024,0,10000,0,2,2,3,True,1.5244028568267822,0.38,3951.53474466348,34.12579475069601
exponential,12,1,1024,0,10000,0,2,2,3,True,1.4957056045532227,0.29,4186.884459601823,35.76829399160177
exponential,5,1,1024,0,10000,0,2,2,3,True,1.527775526046753,0.35,3800.3695372987445,33.33148273413449
exponential,13,1,1024,0,10000,0,2,2,3,True,1.4980449676513672,0.33,3926.603972415968,37.05101197427215
exponential,16,1,1024,0,10000,0,2,2,3,True,1.4996991157531738,0.23,3430.6374186109488,24.786987613767998
exponential,28,1,1024,0,10000,0,2,2,3,True,1.4408748149871826,0.57,3592.091860229277,16.56927283616215
exponential,17,1,1024,0,10000,0,2,2,3,True,1.506742238998413,0.31,3895.3534656827933,36.745105923819494
exponential,20,1,1024,0,10000,0,2,2,3,True,1.4871792793273926,0.28,3632.026537322054,36.62169978902302
exponential,9,1,1024,0,10000,0,2,2,3,True,1.5504858493804932,0.42,3897.809151673419,26.015830388655633
exponential,26,1,1024,0,10000,0,2,2,3,True,1.478905200958252,0.41,4109.835327218115,31.565577358432254
exponential,22,1,1024,0,10000,0,2,2,3,True,1.5038933753967285,0.18,4009.4532434024304,43.14304011794037
exponential,24,1,1024,0,10000,0,2,2,3,True,1.490351915359497,0.54,3958.13577789658,24.496737282546324
exponential,14,1,1024,0,10000,0,2,2,3,True,1.5598742961883545,0.33,4162.226915338337,33.696482565446885
exponential,19,1,1024,0,10000,0,2,2,3,True,1.539942979812622,0.25,3650.1923875596744,39.18191718128677
exponential,18,1,1024,0,10000,0,2,2,3,True,1.556154727935791,0.54,3688.3360548796336,27.180360809606533
exponential,10,1,1024,0,10000,0,2,2,3,True,1.6072027683258057,0.32,3991.4168961886326,33.20807659933802
exponential,29,1,1024,0,10000,0,2,2,3,True,1.5267736911773682,0.51,3795.0692891527556,21.68970762068965
exponential,15,1,1024,0,10000,0,2,2,3,True,1.7609198093414307,0.3,3668.0313506422413,36.927605839475675
exponential,25,1,1024,0,20000,0,2,2,3,True,3.2465028762817383,0.49,7319.679792682486,30.020391386937966
exponential,4,1,1024,0,20000,0,2,2,3,True,3.3066344261169434,0.35,7390.507132316519,65.99205958650391
exponential,2,1,1024,0,20000,0,2,2,3,True,3.309065341949463,0.53,8789.689138942209,31.244015588748603
